"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"29","037","00758473","29037","Cass","Cass County","POLYGON((-94.612882 38.445268,-94.612882 38.847207,-94.064317 38.847207,-94.064317 38.445268,-94.612882 38.445268))","38.445268,-94.612882","38.847207,-94.612882","38.847207,-94.064317","38.445268,-94.064317","38.445268,-94.612882","38.847207","38.445268","-94.064317","-94.612882"
"29","039","00758474","29039","Cedar","Cedar County","POLYGON((-94.0754 37.572689,-94.0754 37.900987,-93.609489 37.900987,-93.609489 37.572689,-94.0754 37.572689))","37.572689,-94.0754","37.900987,-94.0754","37.900987,-93.609489","37.572689,-93.609489","37.572689,-94.0754","37.900987","37.572689","-93.609489","-94.0754"
"29","041","00758475","29041","Chariton","Chariton County","POLYGON((-93.287621 39.221865,-93.287621 39.706714,-92.689328 39.706714,-92.689328 39.221865,-93.287621 39.221865))","39.221865,-93.287621","39.706714,-93.287621","39.706714,-92.689328","39.221865,-92.689328","39.221865,-93.287621","39.706714","39.221865","-92.689328","-93.287621"
"29","043","00758476","29043","Christian","Christian County","POLYGON((-93.610177 36.809178,-93.610177 37.09825,-92.902922 37.09825,-92.902922 36.809178,-93.610177 36.809178))","36.809178,-93.610177","37.09825,-93.610177","37.09825,-92.902922","36.809178,-92.902922","36.809178,-93.610177","37.09825","36.809178","-92.902922","-93.610177"
"29","045","00758477","29045","Clark","Clark County","POLYGON((-91.950812 40.248763,-91.950812 40.61364,-91.419422 40.61364,-91.419422 40.248763,-91.950812 40.248763))","40.248763,-91.950812","40.61364,-91.950812","40.61364,-91.419422","40.248763,-91.419422","40.248763,-91.950812","40.61364","40.248763","-91.419422","-91.950812"
"29","047","00758478","29047","Clay","Clay County","POLYGON((-94.608519 39.109763,-94.608519 39.456155,-94.210642 39.456155,-94.210642 39.109763,-94.608519 39.109763))","39.109763,-94.608519","39.456155,-94.608519","39.456155,-94.210642","39.109763,-94.210642","39.109763,-94.608519","39.456155","39.109763","-94.210642","-94.608519"
"29","049","00758479","29049","Clinton","Clinton County","POLYGON((-94.60243 39.454682,-94.60243 39.747954,-94.205734 39.747954,-94.205734 39.454682,-94.60243 39.454682))","39.454682,-94.60243","39.747954,-94.60243","39.747954,-94.205734","39.454682,-94.205734","39.454682,-94.60243","39.747954","39.454682","-94.205734","-94.60243"
"29","051","00758480","29051","Cole","Cole County","POLYGON((-92.495185 38.322713,-92.495185 38.73913,-91.944238 38.73913,-91.944238 38.322713,-92.495185 38.322713))","38.322713,-92.495185","38.73913,-92.495185","38.73913,-91.944238","38.322713,-91.944238","38.322713,-92.495185","38.73913","38.322713","-91.944238","-92.495185"
"29","053","00758481","29053","Cooper","Cooper County","POLYGON((-93.059974 38.680013,-93.059974 39.064547,-92.498377 39.064547,-92.498377 38.680013,-93.059974 38.680013))","38.680013,-93.059974","39.064547,-93.059974","39.064547,-92.498377","38.680013,-92.498377","38.680013,-93.059974","39.064547","38.680013","-92.498377","-93.059974"
"29","055","00758482","29055","Crawford","Crawford County","POLYGON((-91.535337 37.697198,-91.535337 38.211639,-91.09394 38.211639,-91.09394 37.697198,-91.535337 37.697198))","37.697198,-91.535337","38.211639,-91.535337","38.211639,-91.09394","37.697198,-91.09394","37.697198,-91.535337","38.211639","37.697198","-91.09394","-91.535337"
"29","057","00758483","29057","Dade","Dade County","POLYGON((-94.083833 37.281969,-94.083833 37.58157,-93.616033 37.58157,-93.616033 37.281969,-94.083833 37.281969))","37.281969,-94.083833","37.58157,-94.083833","37.58157,-93.616033","37.281969,-93.616033","37.281969,-94.083833","37.58157","37.281969","-93.616033","-94.083833"
"29","059","00758484","29059","Dallas","Dallas County","POLYGON((-93.19138 37.414847,-93.19138 37.904232,-92.846281 37.904232,-92.846281 37.414847,-93.19138 37.414847))","37.414847,-93.19138","37.904232,-93.19138","37.904232,-92.846281","37.414847,-92.846281","37.414847,-93.19138","37.904232","37.414847","-92.846281","-93.19138"
"29","061","00758485","29061","Daviess","Daviess County","POLYGON((-94.2188 39.784674,-94.2188 40.136626,-93.758868 40.136626,-93.758868 39.784674,-94.2188 39.784674))","39.784674,-94.2188","40.136626,-94.2188","40.136626,-93.758868","39.784674,-93.758868","39.784674,-94.2188","40.136626","39.784674","-93.758868","-94.2188"
"29","063","00758486","29063","DeKalb","DeKalb County","POLYGON((-94.605377 39.745841,-94.605377 40.039308,-94.203457 40.039308,-94.203457 39.745841,-94.605377 39.745841))","39.745841,-94.605377","40.039308,-94.605377","40.039308,-94.203457","39.745841,-94.203457","39.745841,-94.605377","40.039308","39.745841","-94.203457","-94.605377"
"29","065","00758487","29065","Dent","Dent County","POLYGON((-91.809105 37.415277,-91.809105 37.791405,-91.153345 37.791405,-91.153345 37.415277,-91.809105 37.415277))","37.415277,-91.809105","37.791405,-91.809105","37.791405,-91.153345","37.415277,-91.153345","37.415277,-91.809105","37.791405","37.415277","-91.153345","-91.809105"
"29","067","00758488","29067","Douglas","Douglas County","POLYGON((-92.909347 36.794011,-92.909347 37.070651,-92.088703 37.070651,-92.088703 36.794011,-92.909347 36.794011))","36.794011,-92.909347","37.070651,-92.909347","37.070651,-92.088703","36.794011,-92.088703","36.794011,-92.909347","37.070651","36.794011","-92.088703","-92.909347"
"29","069","00758489","29069","Dunklin","Dunklin County","POLYGON((-90.37789 35.995683,-90.37789 36.631212,-89.953627 36.631212,-89.953627 35.995683,-90.37789 35.995683))","35.995683,-90.37789","36.631212,-90.37789","36.631212,-89.953627","35.995683,-89.953627","35.995683,-90.37789","36.631212","35.995683","-89.953627","-90.37789"
"29","071","00758490","29071","Franklin","Franklin County","POLYGON((-91.369228 38.203979,-91.369228 38.708465,-90.732228 38.708465,-90.732228 38.203979,-91.369228 38.203979))","38.203979,-91.369228","38.708465,-91.369228","38.708465,-90.732228","38.203979,-90.732228","38.203979,-91.369228","38.708465","38.203979","-90.732228","-91.369228"
"29","073","00758491","29073","Gasconade","Gasconade County","POLYGON((-91.644974 38.152471,-91.644974 38.709842,-91.365436 38.709842,-91.365436 38.152471,-91.644974 38.152471))","38.152471,-91.644974","38.709842,-91.644974","38.709842,-91.365436","38.152471,-91.365436","38.152471,-91.644974","38.709842","38.152471","-91.365436","-91.644974"
"29","075","00758492","29075","Gentry","Gentry County","POLYGON((-94.606596 40.034885,-94.606596 40.386925,-94.21425 40.386925,-94.21425 40.034885,-94.606596 40.034885))","40.034885,-94.606596","40.386925,-94.606596","40.386925,-94.21425","40.034885,-94.21425","40.034885,-94.606596","40.386925","40.034885","-94.21425","-94.606596"
"29","077","00758493","29077","Greene","Greene County","POLYGON((-93.625844 37.088694,-93.625844 37.427424,-93.061534 37.427424,-93.061534 37.088694,-93.625844 37.088694))","37.088694,-93.625844","37.427424,-93.625844","37.427424,-93.061534","37.088694,-93.061534","37.088694,-93.625844","37.427424","37.088694","-93.061534","-93.625844"
"29","079","00758494","29079","Grundy","Grundy County","POLYGON((-93.764921 39.959548,-93.764921 40.266314,-93.361704 40.266314,-93.361704 39.959548,-93.764921 39.959548))","39.959548,-93.764921","40.266314,-93.764921","40.266314,-93.361704","39.959548,-93.361704","39.959548,-93.764921","40.266314","39.959548","-93.361704","-93.764921"
"29","081","00758495","29081","Harrison","Harrison County","POLYGON((-94.23238 40.132909,-94.23238 40.577548,-93.763174 40.577548,-93.763174 40.132909,-94.23238 40.132909))","40.132909,-94.23238","40.577548,-94.23238","40.577548,-93.763174","40.132909,-93.763174","40.132909,-94.23238","40.577548","40.132909","-93.763174","-94.23238"
"29","083","00758496","29083","Henry","Henry County","POLYGON((-94.075214 38.201048,-94.075214 38.56738,-93.51103 38.56738,-93.51103 38.201048,-94.075214 38.201048))","38.201048,-94.075214","38.56738,-94.075214","38.56738,-93.51103","38.201048,-93.51103","38.201048,-94.075214","38.56738","38.201048","-93.51103","-94.075214"
"29","085","00758497","29085","Hickory","Hickory County","POLYGON((-93.574103 37.802737,-93.574103 38.072575,-93.065199 38.072575,-93.065199 37.802737,-93.574103 37.802737))","37.802737,-93.574103","38.072575,-93.574103","38.072575,-93.065199","37.802737,-93.065199","37.802737,-93.574103","38.072575","37.802737","-93.065199","-93.574103"
"29","087","00758498","29087","Holt","Holt County","POLYGON((-95.554817 39.86149,-95.554817 40.26446,-94.987978 40.26446,-94.987978 39.86149,-95.554817 39.86149))","39.86149,-95.554817","40.26446,-95.554817","40.26446,-94.987978","39.86149,-94.987978","39.86149,-95.554817","40.26446","39.86149","-94.987978","-95.554817"
"29","089","00758499","29089","Howard","Howard County","POLYGON((-92.945317 38.967537,-92.945317 39.343586,-92.430229 39.343586,-92.430229 38.967537,-92.945317 38.967537))","38.967537,-92.945317","39.343586,-92.945317","39.343586,-92.430229","38.967537,-92.430229","38.967537,-92.945317","39.343586","38.967537","-92.430229","-92.945317"
"29","091","00758500","29091","Howell","Howell County","POLYGON((-92.12043 36.498338,-92.12043 37.056248,-91.655607 37.056248,-91.655607 36.498338,-92.12043 36.498338))","36.498338,-92.12043","37.056248,-92.12043","37.056248,-91.655607","36.498338,-91.655607","36.498338,-92.12043","37.056248","36.498338","-91.655607","-92.12043"
"29","093","00758501","29093","Iron","Iron County","POLYGON((-91.155089 37.270113,-91.155089 37.740811,-90.535006 37.740811,-90.535006 37.270113,-91.155089 37.270113))","37.270113,-91.155089","37.740811,-91.155089","37.740811,-90.535006","37.270113,-90.535006","37.270113,-91.155089","37.740811","37.270113","-90.535006","-91.155089"
"29","095","00758502","29095","Jackson","Jackson County","POLYGON((-94.608457 38.833006,-94.608457 39.237107,-94.104823 39.237107,-94.104823 38.833006,-94.608457 38.833006))","38.833006,-94.608457","39.237107,-94.608457","39.237107,-94.104823","38.833006,-94.104823","38.833006,-94.608457","39.237107","38.833006","-94.104823","-94.608457"
"29","097","00758503","29097","Jasper","Jasper County","POLYGON((-94.618321 37.048127,-94.618321 37.364173,-94.052313 37.364173,-94.052313 37.048127,-94.618321 37.048127))","37.048127,-94.618321","37.364173,-94.618321","37.364173,-94.052313","37.048127,-94.052313","37.048127,-94.618321","37.364173","37.048127","-94.052313","-94.618321"
"29","099","00758504","29099","Jefferson","Jefferson County","POLYGON((-90.780185 38.003499,-90.780185 38.501877,-90.249858 38.501877,-90.249858 38.003499,-90.780185 38.003499))","38.003499,-90.780185","38.501877,-90.780185","38.501877,-90.249858","38.003499,-90.249858","38.003499,-90.780185","38.501877","38.003499","-90.249858","-90.780185"
"29","101","00758505","29101","Johnson","Johnson County","POLYGON((-94.129372 38.55621,-94.129372 38.937909,-93.49311 38.937909,-93.49311 38.55621,-94.129372 38.55621))","38.55621,-94.129372","38.937909,-94.129372","38.937909,-93.49311","38.55621,-93.49311","38.55621,-94.129372","38.937909","38.55621","-93.49311","-94.129372"
"29","103","00758506","29103","Knox","Knox County","POLYGON((-92.34927 39.949424,-92.34927 40.304198,-91.947241 40.304198,-91.947241 39.949424,-92.34927 39.949424))","39.949424,-92.34927","40.304198,-92.34927","40.304198,-91.947241","39.949424,-91.947241","39.949424,-92.34927","40.304198","39.949424","-91.947241","-92.34927"
"29","105","00758507","29105","Laclede","Laclede County","POLYGON((-92.859913 37.472944,-92.859913 37.895736,-92.248865 37.895736,-92.248865 37.472944,-92.859913 37.472944))","37.472944,-92.859913","37.895736,-92.859913","37.895736,-92.248865","37.472944,-92.248865","37.472944,-92.859913","37.895736","37.472944","-92.248865","-92.859913"
"29","107","00758508","29107","Lafayette","Lafayette County","POLYGON((-94.11427 38.908709,-94.11427 39.292796,-93.477233 39.292796,-93.477233 38.908709,-94.11427 38.908709))","38.908709,-94.11427","39.292796,-94.11427","39.292796,-93.477233","38.908709,-93.477233","38.908709,-94.11427","39.292796","38.908709","-93.477233","-94.11427"
"29","109","00758509","29109","Lawrence","Lawrence County","POLYGON((-94.062818 36.922831,-94.062818 37.290078,-93.605095 37.290078,-93.605095 36.922831,-94.062818 36.922831))","36.922831,-94.062818","37.290078,-94.062818","37.290078,-93.605095","36.922831,-93.605095","36.922831,-94.062818","37.290078","36.922831","-93.605095","-94.062818"
"29","111","00758510","29111","Lewis","Lewis County","POLYGON((-91.952726 39.945222,-91.952726 40.25721,-91.435517 40.25721,-91.435517 39.945222,-91.952726 39.945222))","39.945222,-91.952726","40.25721,-91.952726","40.25721,-91.435517","39.945222,-91.435517","39.945222,-91.952726","40.25721","39.945222","-91.435517","-91.952726"
"29","113","00758511","29113","Lincoln","Lincoln County","POLYGON((-91.264287 38.870865,-91.264287 39.227265,-90.663181 39.227265,-90.663181 38.870865,-91.264287 38.870865))","38.870865,-91.264287","39.227265,-91.264287","39.227265,-90.663181","38.870865,-90.663181","38.870865,-91.264287","39.227265","38.870865","-90.663181","-91.264287"
"29","115","00758512","29115","Linn","Linn County","POLYGON((-93.364808 39.699985,-93.364808 40.037301,-92.847477 40.037301,-92.847477 39.699985,-93.364808 39.699985))","39.699985,-93.364808","40.037301,-93.364808","40.037301,-92.847477","39.699985,-92.847477","39.699985,-93.364808","40.037301","39.699985","-92.847477","-93.364808"
"29","117","00758513","29117","Livingston","Livingston County","POLYGON((-93.761973 39.611307,-93.761973 39.967628,-93.260374 39.967628,-93.260374 39.611307,-93.761973 39.611307))","39.611307,-93.761973","39.967628,-93.761973","39.967628,-93.260374","39.611307,-93.260374","39.611307,-93.761973","39.967628","39.611307","-93.260374","-93.761973"
"29","119","00758518","29119","McDonald","McDonald County","POLYGON((-94.618465 36.498632,-94.618465 36.76656,-94.067145 36.76656,-94.067145 36.498632,-94.618465 36.498632))","36.498632,-94.618465","36.76656,-94.618465","36.76656,-94.067145","36.498632,-94.067145","36.498632,-94.618465","36.76656","36.498632","-94.067145","-94.618465"
"29","121","00758514","29121","Macon","Macon County","POLYGON((-92.85792 39.605344,-92.85792 40.038302,-92.287882 40.038302,-92.287882 39.605344,-92.85792 39.605344))","39.605344,-92.85792","40.038302,-92.85792","40.038302,-92.287882","39.605344,-92.287882","39.605344,-92.85792","40.038302","39.605344","-92.287882","-92.85792"
"29","123","00758515","29123","Madison","Madison County","POLYGON((-90.549729 37.312091,-90.549729 37.643641,-90.138536 37.643641,-90.138536 37.312091,-90.549729 37.312091))","37.312091,-90.549729","37.643641,-90.549729","37.643641,-90.138536","37.312091,-90.138536","37.312091,-90.549729","37.643641","37.312091","-90.138536","-90.549729"
"29","125","00758516","29125","Maries","Maries County","POLYGON((-92.197773 38.009622,-92.197773 38.29361,-91.630554 38.29361,-91.630554 38.009622,-92.197773 38.009622))","38.009622,-92.197773","38.29361,-92.197773","38.29361,-91.630554","38.009622,-91.630554","38.009622,-92.197773","38.29361","38.009622","-91.630554","-92.197773"
"29","127","00758517","29127","Marion","Marion County","POLYGON((-91.846752 39.657365,-91.846752 39.948235,-91.306693 39.948235,-91.306693 39.657365,-91.846752 39.657365))","39.657365,-91.846752","39.948235,-91.846752","39.948235,-91.306693","39.657365,-91.306693","39.657365,-91.846752","39.948235","39.657365","-91.306693","-91.846752"
"29","129","00758519","29129","Mercer","Mercer County","POLYGON((-93.774821 40.263695,-93.774821 40.580505,-93.366741 40.580505,-93.366741 40.263695,-93.774821 40.263695))","40.263695,-93.774821","40.580505,-93.774821","40.580505,-93.366741","40.263695,-93.366741","40.263695,-93.774821","40.580505","40.263695","-93.366741","-93.774821"
"29","131","00758520","29131","Miller","Miller County","POLYGON((-92.695886 38.016338,-92.695886 38.430958,-92.181372 38.430958,-92.181372 38.016338,-92.695886 38.016338))","38.016338,-92.695886","38.430958,-92.695886","38.430958,-92.181372","38.016338,-92.181372","38.016338,-92.695886","38.430958","38.016338","-92.181372","-92.695886"
"29","133","00758521","29133","Mississippi","Mississippi County","POLYGON((-89.519932 36.564946,-89.519932 37.072014,-89.098968 37.072014,-89.098968 36.564946,-89.519932 36.564946))","36.564946,-89.519932","37.072014,-89.519932","37.072014,-89.098968","36.564946,-89.098968","36.564946,-89.519932","37.072014","36.564946","-89.098968","-89.519932"
"29","135","00758522","29135","Moniteau","Moniteau County","POLYGON((-92.84198 38.427728,-92.84198 38.922084,-92.37958 38.922084,-92.37958 38.427728,-92.84198 38.427728))","38.427728,-92.84198","38.922084,-92.84198","38.922084,-92.37958","38.427728,-92.37958","38.427728,-92.84198","38.922084","38.427728","-92.37958","-92.84198"
"29","137","00758523","29137","Monroe","Monroe County","POLYGON((-92.310028 39.337709,-92.310028 39.662932,-91.711934 39.662932,-91.711934 39.337709,-92.310028 39.337709))","39.337709,-92.310028","39.662932,-92.310028","39.662932,-91.711934","39.337709,-91.711934","39.337709,-92.310028","39.662932","39.337709","-91.711934","-92.310028"
"29","139","00758524","29139","Montgomery","Montgomery County","POLYGON((-91.647171 38.676267,-91.647171 39.147853,-91.260232 39.147853,-91.260232 38.676267,-91.647171 38.676267))","38.676267,-91.647171","39.147853,-91.647171","39.147853,-91.260232","38.676267,-91.260232","38.676267,-91.647171","39.147853","38.676267","-91.260232","-91.647171"
"29","141","00758525","29141","Morgan","Morgan County","POLYGON((-93.077692 38.186002,-93.077692 38.693077,-92.625189 38.693077,-92.625189 38.186002,-93.077692 38.186002))","38.186002,-93.077692","38.693077,-93.077692","38.693077,-92.625189","38.186002,-92.625189","38.186002,-93.077692","38.693077","38.186002","-92.625189","-93.077692"
"29","143","00758526","29143","New Madrid","New Madrid County","POLYGON((-89.972478 36.336809,-89.972478 36.870882,-89.327476 36.870882,-89.327476 36.336809,-89.972478 36.336809))","36.336809,-89.972478","36.870882,-89.972478","36.870882,-89.327476","36.336809,-89.327476","36.336809,-89.972478","36.870882","36.336809","-89.327476","-89.972478"
"29","145","00758527","29145","Newton","Newton County","POLYGON((-94.619594 36.747818,-94.619594 37.056797,-94.059211 37.056797,-94.059211 36.747818,-94.619594 36.747818))","36.747818,-94.619594","37.056797,-94.619594","37.056797,-94.059211","36.747818,-94.059211","36.747818,-94.619594","37.056797","36.747818","-94.059211","-94.619594"
"29","147","00758528","29147","Nodaway","Nodaway County","POLYGON((-95.2024 40.126127,-95.2024 40.578488,-94.598487 40.578488,-94.598487 40.126127,-95.2024 40.126127))","40.126127,-95.2024","40.578488,-95.2024","40.578488,-94.598487","40.126127,-94.598487","40.126127,-95.2024","40.578488","40.126127","-94.598487","-95.2024"
"29","149","00758529","29149","Oregon","Oregon County","POLYGON((-91.678333 36.497081,-91.678333 36.888724,-91.115926 36.888724,-91.115926 36.497081,-91.678333 36.497081))","36.497081,-91.678333","36.888724,-91.678333","36.888724,-91.115926","36.497081,-91.115926","36.497081,-91.678333","36.888724","36.497081","-91.115926","-91.678333"
"29","151","00758530","29151","Osage","Osage County","POLYGON((-92.195675 38.28814,-92.195675 38.70777,-91.640287 38.70777,-91.640287 38.28814,-92.195675 38.28814))","38.28814,-92.195675","38.70777,-92.195675","38.70777,-91.640287","38.28814,-91.640287","38.28814,-92.195675","38.70777","38.28814","-91.640287","-92.195675"
"29","153","00758531","29153","Ozark","Ozark County","POLYGON((-92.772343 36.497199,-92.772343 36.806097,-92.112346 36.806097,-92.112346 36.497199,-92.772343 36.497199))","36.497199,-92.772343","36.806097,-92.772343","36.806097,-92.112346","36.497199,-92.112346","36.497199,-92.772343","36.806097","36.497199","-92.112346","-92.772343"
"29","155","00758532","29155","Pemiscot","Pemiscot County","POLYGON((-89.961698 35.999131,-89.961698 36.427659,-89.534507 36.427659,-89.534507 35.999131,-89.961698 35.999131))","35.999131,-89.961698","36.427659,-89.961698","36.427659,-89.534507","35.999131,-89.534507","35.999131,-89.961698","36.427659","35.999131","-89.534507","-89.961698"
"29","157","00758533","29157","Perry","Perry County","POLYGON((-90.147306 37.563953,-90.147306 37.905572,-89.475932 37.905572,-89.475932 37.563953,-90.147306 37.563953))","37.563953,-90.147306","37.905572,-90.147306","37.905572,-89.475932","37.563953,-89.475932","37.563953,-90.147306","37.905572","37.563953","-89.475932","-90.147306"
"29","159","00758534","29159","Pettis","Pettis County","POLYGON((-93.51276 38.506321,-93.51276 38.942839,-93.050453 38.942839,-93.050453 38.506321,-93.51276 38.506321))","38.506321,-93.51276","38.942839,-93.51276","38.942839,-93.050453","38.506321,-93.050453","38.506321,-93.51276","38.942839","38.506321","-93.050453","-93.51276"
"29","161","00758535","29161","Phelps","Phelps County","POLYGON((-92.029359 37.598863,-92.029359 38.153519,-91.524989 38.153519,-91.524989 37.598863,-92.029359 37.598863))","37.598863,-92.029359","38.153519,-92.029359","38.153519,-91.524989","37.598863,-91.524989","37.598863,-92.029359","38.153519","37.598863","-91.524989","-92.029359"
"29","163","00758536","29163","Pike","Pike County","POLYGON((-91.460442 39.13905,-91.460442 39.598393,-90.721188 39.598393,-90.721188 39.13905,-91.460442 39.13905))","39.13905,-91.460442","39.598393,-91.460442","39.598393,-90.721188","39.13905,-90.721188","39.13905,-91.460442","39.598393","39.13905","-90.721188","-91.460442"
"29","165","00758537","29165","Platte","Platte County","POLYGON((-95.102888 39.153707,-95.102888 39.533347,-94.600347 39.533347,-94.600347 39.153707,-95.102888 39.153707))","39.153707,-95.102888","39.533347,-95.102888","39.533347,-94.600347","39.153707,-94.600347","39.153707,-95.102888","39.533347","39.153707","-94.600347","-95.102888"
"29","167","00758538","29167","Polk","Polk County","POLYGON((-93.632439 37.417204,-93.632439 37.829435,-93.173183 37.829435,-93.173183 37.417204,-93.632439 37.417204))","37.417204,-93.632439","37.829435,-93.632439","37.829435,-93.173183","37.417204,-93.173183","37.417204,-93.632439","37.829435","37.417204","-93.173183","-93.632439"
"29","169","00758539","29169","Pulaski","Pulaski County","POLYGON((-92.413669 37.602542,-92.413669 38.021179,-92.021112 38.021179,-92.021112 37.602542,-92.413669 37.602542))","37.602542,-92.413669","38.021179,-92.413669","38.021179,-92.021112","37.602542,-92.021112","37.602542,-92.413669","38.021179","37.602542","-92.021112","-92.413669"
"29","171","00758540","29171","Putnam","Putnam County","POLYGON((-93.37522 40.342334,-93.37522 40.589427,-92.664416 40.589427,-92.664416 40.342334,-93.37522 40.342334))","40.342334,-93.37522","40.589427,-93.37522","40.589427,-92.664416","40.342334,-92.664416","40.342334,-93.37522","40.589427","40.342334","-92.664416","-93.37522"
"29","173","00758541","29173","Ralls","Ralls County","POLYGON((-91.718467 39.318716,-91.718467 39.686492,-91.178012 39.686492,-91.178012 39.318716,-91.718467 39.318716))","39.318716,-91.718467","39.686492,-91.718467","39.686492,-91.178012","39.318716,-91.178012","39.318716,-91.718467","39.686492","39.318716","-91.178012","-91.718467"
"29","175","00758542","29175","Randolph","Randolph County","POLYGON((-92.707367 39.24645,-92.707367 39.610371,-92.300849 39.610371,-92.300849 39.24645,-92.707367 39.24645))","39.24645,-92.707367","39.610371,-92.707367","39.610371,-92.300849","39.24645,-92.300849","39.24645,-92.707367","39.610371","39.24645","-92.300849","-92.707367"
"29","177","00758543","29177","Ray","Ray County","POLYGON((-94.212515 39.134024,-94.212515 39.5272,-93.758437 39.5272,-93.758437 39.134024,-94.212515 39.134024))","39.134024,-94.212515","39.5272,-94.212515","39.5272,-93.758437","39.134024,-93.758437","39.134024,-94.212515","39.5272","39.134024","-93.758437","-94.212515"
"29","179","00758544","29179","Reynolds","Reynolds County","POLYGON((-91.314236 37.050324,-91.314236 37.603982,-90.734438 37.603982,-90.734438 37.050324,-91.314236 37.050324))","37.050324,-91.314236","37.603982,-91.314236","37.603982,-90.734438","37.050324,-90.734438","37.050324,-91.314236","37.603982","37.050324","-90.734438","-91.314236"
"29","181","00758545","29181","Ripley","Ripley County","POLYGON((-91.1268 36.497712,-91.1268 36.824309,-90.574759 36.824309,-90.574759 36.497712,-91.1268 36.497712))","36.497712,-91.1268","36.824309,-91.1268","36.824309,-90.574759","36.497712,-90.574759","36.497712,-91.1268","36.824309","36.497712","-90.574759","-91.1268"
"29","183","00758546","29183","St. Charles","St. Charles County","POLYGON((-90.964461 38.534134,-90.964461 38.967769,-90.109107 38.967769,-90.109107 38.534134,-90.964461 38.534134))","38.534134,-90.964461","38.967769,-90.964461","38.967769,-90.109107","38.534134,-90.109107","38.534134,-90.964461","38.967769","38.534134","-90.109107","-90.964461"
"29","185","00758547","29185","St. Clair","St. Clair County","POLYGON((-94.065675 37.827935,-94.065675 38.220825,-93.49728 38.220825,-93.49728 37.827935,-94.065675 37.827935))","37.827935,-94.065675","38.220825,-94.065675","38.220825,-93.49728","37.827935,-93.49728","37.827935,-94.065675","38.220825","37.827935","-93.49728","-94.065675"
"29","186","00765806","29186","Ste. Genevieve","Ste. Genevieve County","POLYGON((-90.459133 37.669628,-90.459133 38.127812,-89.924597 38.127812,-89.924597 37.669628,-90.459133 37.669628))","37.669628,-90.459133","38.127812,-90.459133","38.127812,-89.924597","37.669628,-89.924597","37.669628,-90.459133","38.127812","37.669628","-89.924597","-90.459133"
"29","187","00758548","29187","St. Francois","St. Francois County","POLYGON((-90.647874 37.641039,-90.647874 38.076548,-90.110537 38.076548,-90.110537 37.641039,-90.647874 37.641039))","37.641039,-90.647874","38.076548,-90.647874","38.076548,-90.110537","37.641039,-90.110537","37.641039,-90.647874","38.076548","37.641039","-90.110537","-90.647874"
"29","189","00758549","29189","St. Louis","St. Louis County","POLYGON((-90.73653 38.388298,-90.73653 38.891184,-90.117707 38.891184,-90.117707 38.388298,-90.73653 38.388298))","38.388298,-90.73653","38.891184,-90.73653","38.891184,-90.117707","38.388298,-90.117707","38.388298,-90.73653","38.891184","38.388298","-90.117707","-90.73653"
"29","195","00758550","29195","Saline","Saline County","POLYGON((-93.496377 38.928244,-93.496377 39.411805,-92.848825 39.411805,-92.848825 38.928244,-93.496377 38.928244))","38.928244,-93.496377","39.411805,-93.496377","39.411805,-92.848825","38.928244,-92.848825","38.928244,-93.496377","39.411805","38.928244","-92.848825","-93.496377"
"29","197","00758551","29197","Schuyler","Schuyler County","POLYGON((-92.721158 40.343466,-92.721158 40.597275,-92.349975 40.597275,-92.349975 40.343466,-92.721158 40.343466))","40.343466,-92.721158","40.597275,-92.721158","40.597275,-92.349975","40.343466,-92.349975","40.343466,-92.721158","40.597275","40.343466","-92.349975","-92.721158"
"29","199","00758552","29199","Scotland","Scotland County","POLYGON((-92.351765 40.300832,-92.351765 40.605827,-91.943112 40.605827,-91.943112 40.300832,-92.351765 40.300832))","40.300832,-92.351765","40.605827,-92.351765","40.605827,-91.943112","40.300832,-91.943112","40.300832,-92.351765","40.605827","40.300832","-91.943112","-92.351765"
"29","201","00758553","29201","Scott","Scott County","POLYGON((-89.78688 36.859517,-89.78688 37.253381,-89.312704 37.253381,-89.312704 36.859517,-89.78688 36.859517))","36.859517,-89.78688","37.253381,-89.78688","37.253381,-89.312704","36.859517,-89.312704","36.859517,-89.78688","37.253381","36.859517","-89.312704","-89.78688"
"29","203","00758554","29203","Shannon","Shannon County","POLYGON((-91.658111 36.883857,-91.658111 37.422731,-91.0169 37.422731,-91.0169 36.883857,-91.658111 36.883857))","36.883857,-91.658111","37.422731,-91.658111","37.422731,-91.0169","36.883857,-91.0169","36.883857,-91.658111","37.422731","36.883857","-91.0169","-91.658111"
"29","205","00758555","29205","Shelby","Shelby County","POLYGON((-92.299316 39.604082,-92.299316 39.954494,-91.840353 39.954494,-91.840353 39.604082,-92.299316 39.604082))","39.604082,-92.299316","39.954494,-92.299316","39.954494,-91.840353","39.604082,-91.840353","39.604082,-92.299316","39.954494","39.604082","-91.840353","-92.299316"
"29","207","00758556","29207","Stoddard","Stoddard County","POLYGON((-90.259918 36.627375,-90.259918 37.12737,-89.68467 37.12737,-89.68467 36.627375,-90.259918 36.627375))","36.627375,-90.259918","37.12737,-90.259918","37.12737,-89.68467","36.627375,-89.68467","36.627375,-90.259918","37.12737","36.627375","-89.68467","-90.259918"
